chromosome,start,end,summit,peakName,untreated_GAF_intensity,RNAi_GAF_intensity,replicate_overlap,ChIPchip_overlap,number_GAGA_Jaspar,Jaspar_strand,Jaspar_hcGAF,location,total_GROseq_reads
chr3L,20491891,20492390,20492045,MACS_peak_2329-2,499.669378,416.243764,none,no,0,no element,no,genic,4.158482149
chr3L,20500691,20500941,20500815,MACS_peak_2330-1,162.331496,112.736461,replicate 1,yes,0,no element,no,genic,9.825554699
chr3L,20500951,20501601,20501295,MACS_peak_2330-2,7513.04645,3107.56405,both replicates,yes,0,no element,no,genic,8.898711652
chr3L,20501611,20502171,20501815,MACS_peak_2330-3,1293.79279,610.389814,replicate 1,yes,0,no element,no,genic,13.98403685
chr3L,20502181,20502631,20502485,MACS_peak_2330-4,2361.87086,482.820582,both replicates,yes,0,no element,no,promoter & genic,12.54693255
chr3L,20502641,20503271,20502895,MACS_peak_2330-5,7130.30202,2956.82975,both replicates,yes,0,no element,no,genic,53.59439269
chr3L,20503281,20503430,20503300,MACS_peak_2330-6,49.8861319,75.8440034,both replicates,yes,0,no element,no,genic,20.40540445
chr3L,20510151,20510191,20510165,MACS_peak_2331-1,64.0859246,92.7024717,none,yes,0,no element,no,genic,13.98403685
chr3L,20510201,20511110,20510695,MACS_peak_2331-2,4881.617,2209.16969,both replicates,yes,8,-,yes,promoter & genic,18.80561095
chr3L,20511201,20511361,20511230,MACS_peak_2332-1,55.3686217,95.6146212,replicate 1,yes,0,no element,no,genic,29.35588521
chr3L,20511371,20512300,20511735,MACS_peak_2332-2,3241.02304,1753.85774,both replicates,yes,1,-,yes,genic,34.28837961
chr3L,20532831,20533191,20533095,MACS_peak_2333-1,399.406005,394.699413,replicate 1,yes,0,no element,no,genic,28.77166153
chr3L,20533201,20534350,20533585,MACS_peak_2333-2,11781.4771,8533.18825,both replicates,yes,2,-,yes,promoter,203.3959017
chr3L,20613381,20613591,20613490,MACS_peak_2334-1,116.739415,160.50346,replicate 1,yes,0,no element,no,genic,0.825781301
chr3L,20613601,20614341,20614010,MACS_peak_2334-2,8597.88256,3487.08334,both replicates,yes,6,+,yes,promoter,0
chr3L,20614351,20615600,20614850,MACS_peak_2334-3,16684.1107,7250.64249,both replicates,yes,6,+,yes,intergenic,0.15283075
chr3L,20688311,20689180,20688775,MACS_peak_2335-1,6722.52535,2506.85893,both replicates,yes,7,-,yes,promoter,0
chr3L,20722921,20723991,20723605,MACS_peak_2336-1,24571.0707,18045.7205,both replicates,yes,4,+,yes,promoter,299.0976628
chr3L,20724001,20724441,20724095,MACS_peak_2336-2,423.767539,237.945044,replicate 1,yes,0,no element,no,genic,9.367062449
chr3L,20724451,20724800,20724590,MACS_peak_2336-3,319.317897,208.646426,none,yes,1,-,yes,genic,1.599793598
chr3L,20726871,20727231,20727090,MACS_peak_2337-1,488.96012,261.138004,none,yes,0,no element,no,genic,1.365618199
chr3L,20727241,20727610,20727405,MACS_peak_2337-2,449.386878,96.7247588,none,yes,0,no element,no,genic,1.0599567
chr3L,20762131,20762850,20762595,MACS_peak_2338-1,1135.29215,861.129583,replicate 1,yes,2,-,yes,promoter & genic,15.29788601
chr3L,20777081,20777451,20777235,MACS_peak_2339-1,294.451671,222.197129,replicate 1,yes,0,no element,no,genic,1.742765799
chr3L,20777461,20777971,20777780,MACS_peak_2339-2,3071.71954,1527.83491,both replicates,yes,1,+,yes,genic,10.73268065
chr3L,20777981,20779080,20778525,MACS_peak_2339-3,17081.4905,8502.60826,both replicates,yes,2,+,yes,genic,151.7784516
chr3L,20807661,20808040,20807795,MACS_peak_2340-1,424.200971,107.690976,replicate 2,no,0,no element,no,genic,5.432897151
chr3L,20915131,20915291,20915165,MACS_peak_2341-1,80.6005125,2.00546422,none,no,0,no element,no,intergenic,0.3771476
chr3L,20915331,20916040,20915535,MACS_peak_2341-2,1693.15118,843.781639,both replicates,no,4,-,no,intergenic,0.15283075
chr3L,20941981,20942321,20942280,MACS_peak_2342-1,270.43674,101.898224,replicate 1,yes,0,no element,no,genic,8.479653552
chr3L,20942331,20943031,20942715,MACS_peak_2342-2,23053.4233,19814.2412,both replicates,yes,10,+,yes,promoter,56.02982593
chr3L,20943041,20943460,20943205,MACS_peak_2342-3,7233.81443,2558.04167,both replicates,yes,3,-,yes,intergenic,5.1370942
chr3L,21000041,21000201,21000085,MACS_peak_2343-1,49.8262428,29.6504209,replicate 1,yes,0,no element,no,genic,9.367062449
chr3L,21000251,21000491,21000415,MACS_peak_2343-2,534.438778,438.649583,replicate 1,yes,2,-,yes,genic,10.9569975
chr3L,21000501,21001671,21001255,MACS_peak_2343-3,9260.16796,4818.75382,both replicates,yes,4,+,yes,genic,13.19030745
chr3L,21001681,21002461,21002135,MACS_peak_2343-4,20305.5539,11304.226,both replicates,yes,8,-,yes,genic,8.164133549
chr3L,21002471,21002911,21002695,MACS_peak_2343-5,11659.0573,5537.24211,both replicates,yes,1,+,yes,genic,15.2781689
chr3L,21002921,21003331,21003045,MACS_peak_2343-6,4088.71215,1666.48977,both replicates,yes,2,-,yes,genic,13.9322678
chr3L,21003341,21003510,21003480,MACS_peak_2343-7,50.1992176,116.099689,replicate 1,yes,0,no element,no,genic,7.266866148
chr3L,21003601,21003811,21003750,MACS_peak_2344-1,143.53307,144.310917,replicate 1,yes,0,no element,no,genic,8.316964298
chr3L,21003821,21004581,21004295,MACS_peak_2344-2,14637.6072,6826.57356,both replicates,yes,4,+,yes,genic,15.04399347
chr3L,21004591,21005730,21004875,MACS_peak_2344-3,13692.268,6354.95514,both replicates,yes,1,+,yes,genic,14.64712881
chr3L,21006391,21006651,21006530,MACS_peak_2345-1,230.867957,53.2601528,replicate 1,yes,0,no element,no,genic,11.9454681
chr3L,21006661,21007041,21006825,MACS_peak_2345-2,973.924506,605.266916,replicate 1,yes,0,no element,no,genic,7.644013748
chr3L,21007051,21008180,21007945,MACS_peak_2345-3,17830.0027,8287.06048,both replicates,yes,6,-,yes,genic,3.47567305
chr3L,21016391,21017111,21016635,MACS_peak_2346-1,12374.7602,7127.60124,both replicates,yes,4,-,yes,genic,3.088666901
chr3L,21017121,21017341,21017265,MACS_peak_2346-2,172.805271,160.16582,replicate 1,yes,0,no element,no,genic,15.7366612
chr3L,21017351,21017531,21017375,MACS_peak_2346-3,127.305061,119.023188,replicate 1,yes,0,no element,no,genic,15.2880275
chr3L,21017541,21017911,21017835,MACS_peak_2346-4,571.96208,412.305909,replicate 1,yes,1,+,yes,genic,9.74421005
chr3L,21017921,21018631,21018395,MACS_peak_2346-5,9966.12325,3690.61824,both replicates,yes,2,+,yes,genic,13.21988305
chr3L,21018641,21019111,21018855,MACS_peak_2346-6,9450.41378,4008.60345,both replicates,yes,4,+,yes,genic,21.54670595
chr3L,21019121,21020141,21019515,MACS_peak_2346-7,25716.912,15663.8111,both replicates,yes,10,+,yes,genic,38.08943097
chr3L,21020151,21020560,21020255,MACS_peak_2346-8,530.831057,548.603409,replicate 1,yes,1,-,yes,genic,189.0371482
chr3L,21040031,21040191,21040095,MACS_peak_2347-1,38.8111664,53.1916113,replicate 1,yes,0,no element,no,genic,13.32094485
chr3L,21040201,21040521,21040405,MACS_peak_2347-2,618.352337,319.01515,both replicates,yes,1,-,yes,genic,17.531196
chr3L,21040531,21040881,21040675,MACS_peak_2347-3,1979.18724,486.935801,both replicates,yes,2,-,yes,genic,11.3341451
chr3L,21040891,21041241,21041015,MACS_peak_2347-4,678.610422,447.737367,replicate 1,yes,16,-,yes,promoter & genic,8.388450399
chr3L,21041251,21041440,21041415,MACS_peak_2347-5,126.25779,66.6108457,replicate 1,yes,0,no element,no,genic,8.368733257
chr3L,21042291,21042521,21042435,MACS_peak_2348-1,183.10713,281.402634,replicate 1,yes,2,-,yes,genic,6.828090996
chr3L,21042531,21042891,21042735,MACS_peak_2348-2,1113.747,548.078565,replicate 1,yes,5,-,yes,genic,13.46391705
chr3L,21042901,21043130,21043010,MACS_peak_2348-3,152.638243,77.8574603,replicate 1,no,0,no element,no,genic,14.1368676
chr3L,21049551,21049661,21049600,MACS_peak_2349-1,68.001987,95.3366063,none,yes,0,no element,no,genic,8.560998246
chr3L,21049671,21049951,21049810,MACS_peak_2349-2,272.104882,386.46038,none,yes,0,no element,no,genic,11.5683205
chr3L,21049961,21050230,21050065,MACS_peak_2349-3,230.432929,338.964806,none,yes,0,no element,no,genic,9.724492952
chr3L,21050331,21050521,21050360,MACS_peak_2350-1,44.0469397,51.7015904,replicate 1,yes,0,no element,no,genic,13.6167478
chr3L,21050531,21051051,21050785,MACS_peak_2350-2,3007.15356,1226.002,replicate 1,yes,0,no element,no,genic,14.28969835
chr3L,21051061,21051210,21051145,MACS_peak_2350-3,68.4791332,33.7883142,replicate 1,yes,0,no element,no,genic,11.81235445
chr3L,21051621,21052250,21051855,MACS_peak_2351-1,1553.09985,553.695417,both replicates,yes,0,no element,no,promoter & genic,83.53445429
chr3L,21053091,21053810,21053470,MACS_peak_2352-1,1595.18684,620.936021,both replicates,yes,3,+,yes,genic,10.6316189
chr3L,21092791,21093600,21093240,MACS_peak_2353-1,3410.89467,1264.966,both replicates,yes,0,no element,no,genic,92.41592474
chr3L,21165341,21166411,21166185,MACS_peak_2354-1,5686.92844,2565.87811,both replicates,yes,0,no element,no,genic,405.8525784
chr3L,21166421,21166670,21166555,MACS_peak_2354-2,136.077814,147.130298,replicate 1,yes,0,no element,no,genic,83.89188531
chr3L,21168771,21169241,21169105,MACS_peak_2355-1,431.43751,499.542182,none,yes,0,no element,no,genic,67.29000908
chr3L,21169251,21169841,21169695,MACS_peak_2355-2,1294.62033,628.636757,both replicates,yes,0,no element,no,genic,34.67538559
chr3L,21169851,21170291,21170035,MACS_peak_2355-3,3826.25692,1925.68174,both replicates,yes,2,-,yes,genic,29.0896579
chr3L,21170301,21170940,21170440,MACS_peak_2355-4,1324.98315,1249.36207,replicate 1,yes,1,-,yes,genic,21.22132732
chr3L,21195341,21196601,21196075,MACS_peak_2356-1,12161.2394,4641.65827,both replicates,yes,8,-,yes,promoter & genic,133.8947765
chr3L,21196611,21196760,21196735,MACS_peak_2356-2,59.7064428,11.3943783,replicate 1,yes,0,no element,no,promoter & genic,7.0228322
chr3L,21198151,21199001,21198605,MACS_peak_2357-1,3818.19966,1985.56036,both replicates,yes,0,no element,no,promoter & genic,313.6757815
chr3L,21199011,21199200,21199055,MACS_peak_2357-2,126.754875,99.3967169,replicate 1,yes,0,no element,no,genic,12.91422155
chr3L,21217731,21218500,21218085,MACS_peak_2358-1,1903.82975,1143.1304,both replicates,yes,0,no element,no,intergenic,0
chr3L,21218601,21219420,21219025,MACS_peak_2359-1,2061.95396,647.10892,both replicates,yes,6,-,yes,intergenic,0
chr3L,21232721,21233841,21233195,MACS_peak_2360-1,10863.363,4477.28048,both replicates,yes,1,-,yes,promoter & genic,0.3056615
chr3L,21233851,21233930,21233880,MACS_peak_2360-2,59.5464684,99.0845938,replicate 1,yes,0,no element,no,genic,10.39496721
chr3L,21249381,21249981,21249750,MACS_peak_2361-1,712.021652,617.30049,none,yes,0,no element,no,genic,1.202928901
chr3L,21249991,21250410,21250200,MACS_peak_2361-2,315.907264,540.417255,none,yes,0,no element,no,genic,13.37271382
chr3L,21269621,21269991,21269875,MACS_peak_2362-1,424.348686,192.102043,both replicates,yes,2,-,yes,promoter & genic,12.76139085
chr3L,21270001,21270531,21270255,MACS_peak_2362-2,2674.5551,952.432145,both replicates,yes,0,no element,no,genic,12.0169542
chr3L,21270541,21270690,21270685,MACS_peak_2362-3,37.6329642,68.4221194,replicate 1,yes,0,no element,no,genic,17.91820215
chr3L,21272601,21272701,21272665,MACS_peak_2363-1,77.5263186,100.431679,replicate 1,yes,0,no element,no,genic,42.27748898
chr3L,21272711,21273301,21273165,MACS_peak_2363-2,4820.74225,2467.4332,both replicates,yes,0,no element,no,genic,318.5318838
chr3L,21273311,21274010,21273455,MACS_peak_2363-3,6191.43694,2618.51818,both replicates,yes,0,no element,no,promoter,24.71671745
chr3L,21339471,21340131,21339985,MACS_peak_2364-1,4353.83518,2366.02979,both replicates,yes,2,-,yes,promoter & genic,7.878189147
chr3L,21340141,21340790,21340285,MACS_peak_2364-2,3076.47821,1801.07335,both replicates,yes,0,no element,no,promoter & genic,11.6595237
chr3L,21373801,21374341,21374115,MACS_peak_2365-1,489.119501,456.27288,replicate 1,yes,0,no element,no,intergenic,2.9456947
chr3L,21374351,21375271,21375115,MACS_peak_2365-2,8656.76253,4672.36789,both replicates,yes,2,+,yes,promoter,1.212787449
chr3L,21375281,21376080,21375515,MACS_peak_2365-3,12206.0341,5343.61537,both replicates,yes,4,-,yes,promoter,263.3130734
chr3L,21393111,21393301,21393235,MACS_peak_2366-1,80.2972475,114.100899,none,no,0,no element,no,genic,7.572527647
chr3L,21393311,21393830,21393445,MACS_peak_2366-2,576.663846,308.101854,none,no,1,+,no,genic,4.779663697
chr3L,21469361,21469541,21469505,MACS_peak_2367-1,60.7563915,78.7603674,replicate 1,no,0,no element,no,genic,9.510034561
chr3L,21469551,21470500,21470045,MACS_peak_2367-2,4705.32857,2187.32468,both replicates,yes,24,+,yes,promoter,0
chr3L,21472521,21473360,21472875,MACS_peak_2368-1,7787.74033,2628.19302,both replicates,yes,2,-,yes,intergenic,0.15283075
chr3L,21477041,21477551,21477415,MACS_peak_2369-1,1092.00967,581.834974,both replicates,no,0,no element,no,intergenic,0.3056615
chr3L,21477561,21477681,21477630,MACS_peak_2369-2,115.016588,105.555813,both replicates,no,0,no element,no,intergenic,0.3056615
chr3L,21477691,21477760,21477695,MACS_peak_2369-3,56.1046558,37.5977159,replicate 1,no,0,no element,no,intergenic,0.15283075
chr3L,21502561,21502651,21502590,MACS_peak_2370-1,71.7120163,35.86599,none,no,0,no element,no,promoter & genic,4.616974398
chr3L,21502661,21503031,21502885,MACS_peak_2370-2,405.672599,290.998704,none,no,0,no element,no,promoter & genic,76.29473414
chr3L,21503041,21503310,21503145,MACS_peak_2370-3,209.272359,107.829706,none,no,0,no element,no,genic,77.88466918
chr3L,21577431,21577581,21577475,MACS_peak_2371-1,65.1131472,8.85962504,replicate 1,yes,0,no element,no,intergenic,0
chr3L,21577591,21578340,21577975,MACS_peak_2371-2,8500.03481,4259.90855,both replicates,yes,1,+,yes,intergenic,1.35575965
chr3L,21591081,21591291,21591175,MACS_peak_2372-1,124.754046,211.751423,replicate 1,yes,0,no element,no,intergenic,0
chr3L,21591301,21592090,21591680,MACS_peak_2372-2,3267.4281,1156.84572,both replicates,yes,0,no element,no,promoter,0.52997835
chr3L,21597201,21598210,21597715,MACS_peak_2373-1,6167.99736,2523.02039,both replicates,yes,0,no element,no,genic,0.15283075
chr3L,21731331,21731930,21731565,MACS_peak_2374-1,1343.87129,663.501068,both replicates,yes,0,no element,no,promoter,27.32469861
chr3L,21762081,21762231,21762085,MACS_peak_2375-1,26.7147415,0.0004724,replicate 1,yes,0,no element,no,genic,0.90712595
chr3L,21762241,21762931,21762495,MACS_peak_2375-2,5509.24573,2812.32089,both replicates,yes,0,no element,no,promoter & genic,4.249685347
chr3L,21762941,21763211,21763075,MACS_peak_2375-3,578.163287,629.255739,replicate 1,yes,0,no element,no,genic,5.777992845
chr3L,21763221,21764320,21763710,MACS_peak_2375-4,10809.6786,7244.34014,both replicates,yes,0,no element,no,promoter & genic,129.440492
chr3L,21800911,21801631,21801365,MACS_peak_2376-1,3264.37358,1581.9449,both replicates,no,1,-,no,intergenic,0
chr3L,21801641,21801850,21801785,MACS_peak_2376-2,135.397149,128.41546,both replicates,no,0,no element,no,promoter,0
chr3L,21832931,21833671,21833285,MACS_peak_2377-1,969.676172,498.814281,replicate 1,yes,0,no element,no,promoter & genic,17.84671594
chr3L,21833681,21834021,21833875,MACS_peak_2377-2,598.308821,761.749821,replicate 1,yes,0,no element,no,genic,10.51822235
chr3L,21834031,21834290,21834065,MACS_peak_2377-3,191.060622,187.644737,replicate 1,yes,0,no element,no,genic,27.69198774
chr3L,21836381,21836930,21836645,MACS_peak_2378-1,677.188979,430.427855,none,no,8,-,no,intergenic,0
chr3L,21872191,21872991,21872645,MACS_peak_2379-1,9325.94067,4490.83654,both replicates,yes,3,-,yes,promoter,167.0615719
chr3L,21873001,21874141,21873735,MACS_peak_2379-2,19633.1365,10584.7788,both replicates,yes,6,-,yes,genic,9.6628654
chr3L,21874151,21874381,21874240,MACS_peak_2379-3,244.183093,72.1034236,replicate 1,yes,0,no element,no,genic,8.388450354
chr3L,21874391,21874641,21874505,MACS_peak_2379-4,249.958315,74.0783186,none,yes,1,+,yes,genic,1.1314428
chr3L,21874651,21874850,21874710,MACS_peak_2379-5,152.669361,218.849592,none,yes,0,no element,no,genic,2.578405648
chr3L,21877491,21878130,21877765,MACS_peak_2380-1,700.28796,406.973772,none,no,0,no element,no,genic,3.54715915
chr3L,21878881,21878981,21878900,MACS_peak_2381-1,47.3402747,182.522621,none,yes,0,no element,no,genic,2.72137785
chr3L,21878991,21879331,21879225,MACS_peak_2381-2,299.822307,236.094902,replicate 1,yes,0,no element,no,genic,2.1913995
chr3L,21879341,21879791,21879615,MACS_peak_2381-3,513.986992,282.430709,replicate 1,yes,1,+,yes,genic,2.79286395
chr3L,21879911,21880960,21880205,MACS_peak_2381-4,6108.94077,3190.2235,both replicates,yes,3,-,yes,genic,4.4542851
chr3L,21883591,21884061,21883900,MACS_peak_2382-1,500.605259,493.780889,none,yes,4,+,yes,genic,4.005651399
chr3L,21884071,21884510,21884205,MACS_peak_2382-2,387.343586,527.144962,none,yes,0,no element,no,genic,3.0171808
chr3L,21887701,21887871,21887720,MACS_peak_2383-1,76.4027056,139.117243,replicate 1,yes,0,no element,no,genic,2.282602698
chr3L,21887881,21888640,21888115,MACS_peak_2383-2,1832.35074,896.114578,replicate 1,yes,2,+,yes,genic,2.578405648
chr3L,21909121,21909291,21909185,MACS_peak_2384-1,46.8166207,114.707223,replicate 1,no,0,no element,no,genic,3.92430675
chr3L,21909301,21909641,21909505,MACS_peak_2384-2,937.467562,396.749865,both replicates,no,2,-,no,genic,3.872537747
chr3L,21909651,21909991,21909855,MACS_peak_2384-3,387.875519,383.798482,both replicates,no,1,+,no,genic,3.92430675
chr3L,21910001,21910080,21910070,MACS_peak_2384-4,131.582037,253.317853,none,no,0,no element,no,genic,3.751758903
chr3L,21947741,21948551,21948145,MACS_peak_2385-1,8563.29846,4524.18264,both replicates,yes,2,+,yes,promoter,3.465814501
chr3L,21948561,21948720,21948640,MACS_peak_2385-2,77.0231951,59.4521882,replicate 1,yes,0,no element,no,genic,0
chr3L,21964841,21965320,21965055,MACS_peak_2386-1,595.842697,218.522535,replicate 1,no,0,no element,no,promoter,0
chr3L,22127091,22127461,22127335,MACS_peak_2387-1,419.690717,464.450556,replicate 1,yes,4,+,yes,intergenic,0.7542952
chr3L,22127471,22128111,22127815,MACS_peak_2387-2,5675.30381,3292.71548,both replicates,yes,0,no element,no,intergenic,0.15283075
chr3L,22128121,22128461,22128255,MACS_peak_2387-3,464.477571,303.292847,replicate 1,yes,0,no element,no,intergenic,0
chr3L,22128471,22128721,22128595,MACS_peak_2387-4,283.152601,119.226981,replicate 1,yes,0,no element,no,intergenic,0
chr3L,22128731,22129661,22129135,MACS_peak_2387-5,10301.9796,5115.41581,both replicates,yes,3,-,yes,promoter,128.7946407
chr3L,22129671,22129750,22129705,MACS_peak_2387-6,83.0319206,241.311074,replicate 1,yes,0,no element,no,genic,4.7599466
chr3L,22265051,22265910,22265495,MACS_peak_2388-1,1439.59452,1397.26363,replicate 1,no,3,-,no,genic,18.46789759
chr3L,22358461,22358581,22358485,MACS_peak_2389-1,63.70047,137.459004,replicate 1,no,0,no element,no,genic,8.245478198
chr3L,22358591,22359350,22358975,MACS_peak_2389-2,1028.51926,573.66394,replicate 1,no,0,no element,no,genic,18.85737996
chr3L,22400561,22400751,22400615,MACS_peak_2390-1,66.4700486,85.7799551,replicate 1,no,0,no element,no,genic,20.66915557
chr3L,22400761,22401271,22401035,MACS_peak_2390-2,7366.09073,3324.29398,both replicates,no,8,+,no,promoter,169.252971
chr3L,22401281,22401710,22401395,MACS_peak_2390-3,574.790739,476.861095,both replicates,no,0,no element,no,promoter,2.79286395
chr3L,22617191,22617470,22617325,MACS_peak_2391-1,282.476819,170.601232,none,no,0,no element,no,intergenic,1.274414957
